FIELD_Sample_ID,Other_ID,Source,DOI,TITLE,JOURNAL,AUTHOR,YEAR,District_Name,Deposit,Deposit_Type,Magma_Series,Deposit_Class,Contained_Cu,Company,Block_ID,Hole_ID,UTAS_Catalogue_ID,Project_Name,WGS84_Longitude,WGS84_Latitude,UTM_East,UTM_North,Elevation_m,DDH_Depth,Relationship to ore,Ore score,Epoch/Era,Ore Start,Ore Age err,Ore Age Source,Age (Ma),Age err,Age Source,Prestep calc,Distance_To_Deposit_Centre,UTM_Coord_System,Sampler,Country,Material,Survey_Method,Primary_Sample_Type,Sample_Type,Laboratory_Prep,Laboratory_Analytical,Sulfide_Present,Outcrop_Lith_Category,Rock_Type,Unit_name,Unit_Code,Alteration_Type,Vein_Types,Description,Int_or_volc,NoName,SiO2_pct,Al2O3_pct,Fe2O3_pct,FeO,FeO_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Cr2O3_pct,LOI_pct,H2O+,H2O-,H2O_pct,TOTAL C,TOTAL S,CO2_pct,Sum,Ag_ppm,Al_ppm,As_ppm,Au_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Cl_ppm,Co_ppm,Cr_ppm,CO2_1,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppb,Ho_ppm,In_ppm,K_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppb,Pr_ppm,Pt_ppb,Rb_ppm,Re_ppb,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,ND143_ND144,ND143_ND144 i,eNd,PB206_PB204,PB207_PB204,PB208_PB204,SR87_SR86,SR87_SR86 i,AI,Eu/Eu*,Eu/Eu*/Yb(N),Sm(N)/Yb(N),La(N)/Yb(N),Sr/Y,Sr/Zr,(Sr/Y)/Zr,Sr/Yb,(Sr/Y)/Yb,V/Sc,Ba/Y,Fertility
NP12AP025,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596449.3316,6355947.942,-314.2609086,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 3,,,,,48.8,19.2,7.47,,7.45506,5.62,3.5,2.64,3.91,0.83,0.5,0.26,,4.53,,,,,,,97.62,<0.5,,2.7,0.002,,887,,0.03,<0.5,40,,,9,<10,,1.21,5,3.9,2.23,1.41,,,19.5,4.44,,2.5,<0.005,0.8,,,19.9,20,0.35,,,2,,5.9,19.6,6,,16,0.009,4.72,0.001,70.8,,0.23,,0.7,,4.41,1,659,0.3,0.67,0.03,2.57,,,0.35,1.36,242,7,22.3,2.14,83,88,,,,,,,,,,,,,,,,,,,,,0
NP12AP026,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596445.7168,6355949.286,-308.4192718,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,monzonite porphyry,E34POR,,PRO 1,,,,,67.1,15.3,2.76,,2.75448,2.06,1.54,2.65,5.36,0.25,0.08,0.08,,2.65,,,,,,,100.44,<0.5,,1.7,0.001,,1065,,0.12,<0.5,23.9,,,9,<10,,0.81,67,1.56,1.24,0.53,,,15.2,1.5,,2.6,0.005,0.34,,,15.2,10,0.24,,,1,,5.4,8.6,1,,8,<0.001,2.39,<0.0005,64.8,,0.22,,0.2,,1.81,1,477,0.3,0.26,0.04,3,,,0.2,1.35,59,1,10,1.48,29,99,,,,,,,,,,,,,,,,,,,,,1
NP12AP027,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596434.4584,6355953.378,-290.0859083,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 3,,,,,51.7,19.3,6.49,,6.47702,3.89,3.38,3.34,3.95,0.7,0.46,0.19,,4.29,,,,,,,98.23,<0.5,,2,0.007,,830,,0.09,<0.5,33.7,,,9,<10,,1.63,230,3.27,2.08,1.28,,,16.9,3.53,,2.2,<0.005,0.69,,,17.7,10,0.3,,,1,,5.2,15.6,3,,19,0.005,4,0.0009,56.1,,0.27,,0.7,,3.67,1,739,0.3,0.58,0.03,2.38,,,0.32,0.53,167,2,19.4,1.88,66,78,,,,,,,,,,,,,,,,,,,,,0
NP12AP030,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596520.3183,6355918.553,-423.3404758,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 3,,,,,53.5,18.95,6.63,,6.61674,3.07,3.99,4.82,3.54,0.69,0.43,0.26,,3.59,,,,,,,100.03,<0.5,,1.7,0.003,,895,,0.05,<0.5,37.2,,,12,<10,,0.53,98,3.44,2.11,1.42,,,17.9,3.64,,2.1,<0.005,0.65,,,18.9,10,0.3,,,1,,5.1,17.7,3,,11,0.002,4.43,0.0006,53.5,,0.12,,0.7,,3.83,1,809,0.3,0.56,0.01,2.49,,,0.3,1.21,160,2,19.3,1.94,64,76,,,,,,,,,,,,,,,,,,,,,1
NP12AP031,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596505.0627,6355925.292,-400.849312,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 4,,,,,54.1,20.4,6.32,,6.30736,4.45,3.47,0.41,6.11,0.72,0.43,0.3,,4.86,,,,,,,102.3,<0.5,,22.5,0.005,,1190,,0.29,<0.5,36.2,,,8,<10,,1.53,14,3.14,1.94,1.1,,,20.9,3.63,,2.3,0.006,0.64,,,18.1,20,0.32,,,1,,5.6,17.2,6,,11,0.002,4.28,0.0005,136.5,,0.37,,0.6,,3.76,1,276,0.3,0.56,0.08,2.56,,,0.29,1.27,175,5,18.3,1.84,75,86,,,,,,,,,,,,,,,,,,,,,1
NP12AP032,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596484.6609,6355934.005,-369.9982959,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,53.5,18.5,6.32,,6.30736,3.67,3.05,5.07,3.12,0.58,0.41,0.23,,3.12,,,,,,,97.93,<0.5,,2,0.001,,874,,0.05,<0.5,40.9,,,10,<10,,0.67,38,3.41,2.06,1.56,,,18.1,3.9,,2.1,<0.005,0.73,,,21.6,10,0.31,,,1,,4.8,19.1,1,,12,0.002,4.77,0.0014,43.3,,0.1,,0.7,,4.34,1,648,0.4,0.6,0.03,2.28,,,1.31,1.23,156,2,18.7,1.99,57,74,,,,,,,,,,,,,,,,,,,,,1
NP12AP033,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596483.598,6355934.445,-368.3622961,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 3,,,,,50.6,18.45,8.78,,8.76244,5.12,5.74,3.38,2.78,0.87,0.5,0.36,,4.18,,,,,,,101.33,<0.5,,2,0.002,,764,,0.05,<0.5,35.1,,,19,10,,0.59,119,3.86,2.22,1.38,,,18.5,4.21,,1.9,<0.005,0.83,,,17.2,10,0.33,,,1,,4.6,16.9,10,,14,0.01,4.14,0.0012,42.2,,0.17,,0.6,,4.18,1,1065,0.2,0.66,0.02,1.88,,,0.33,0.8,269,2,22,2.14,99,65,,,,,,,,,,,,,,,,,,,,,0
NP12AP034,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596618.5654,6355874.346,-570.0186638,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 4,,,,,44.9,17.4,11.55,,11.5269,7.55,5.03,2.28,0.98,0.76,0.33,0.64,,6.53,,,,,,,100.77,0.5,,2.3,0.004,,240,,0.87,<0.5,29.2,,,41,<10,,1.1,1650,2.75,1.76,1.07,,,18.2,3.06,,1.5,<0.005,0.61,,,15.4,30,0.27,,,1,,3.1,13.2,11,,17,0.007,3.31,0.0014,17.4,,0.13,,1.6,,3.05,1,578,0.2,0.49,0.39,1.44,,,0.26,0.91,281,2,15.3,1.7,110,51,,,,,,,,,,,,,,,,,,,,,1
NP12AP035,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596608.0345,6355879.292,-553.751223,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,monzonite porphyry,E34POR,,PRO 3,,,,,63.2,15.35,2.78,,2.77444,1.12,5.08,2.92,5.07,0.25,0.08,0.21,,3.84,,,,,,,101.12,<0.5,,0.7,0.001,,1635,,0.07,<0.5,25.5,,,5,10,,0.34,8,1.49,1.16,0.48,,,15.5,1.44,,2.6,<0.005,0.36,,,15.5,<10,0.26,,,1,,5.9,8.3,2,,13,<0.001,2.46,<0.0005,67.9,,0.09,,0.2,,1.61,1,674,0.5,0.24,0.07,3.06,,,0.2,1.48,55,1,9.9,1.49,32,99,,,,,,,,,,,,,,,,,,,,,1
NP12AP036,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596590.6774,6355887.281,-527.2761679,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 4,,,,,53.1,19.3,7.05,,7.0359,2.82,6.44,3.67,3.43,0.69,0.42,0.28,,3.09,,,,,,,100.82,<0.5,,8.7,0.008,,1155,,0.04,<0.5,40.1,,,14,<10,,0.5,5,3.73,2.36,1.53,,,20.8,4.18,,2.5,<0.005,0.79,,,20.4,10,0.34,,,3,,5.8,19.1,5,,16,0.002,4.8,0.0006,60,,0.16,,0.4,,4.46,1,1040,0.3,0.65,0.03,3.02,,,0.37,1.62,182,2,21.7,2.2,50,92,,,,,,,,,,,,,,,,,,,,,1
NP12AP037,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596570.5849,6355896.332,-497.1200903,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,monzonite porphyry,E34POR,,PRO 0,,,,,66.7,15.5,2.81,,2.80438,0.93,2.54,4.21,4.62,0.25,0.08,0.12,,2.62,,,,,,,101.1,<0.5,,0.8,0.001,,1330,,0.03,<0.5,28.2,,,3,<10,,0.28,11,1.78,1.36,0.56,,,14.8,1.73,,2.6,<0.005,0.42,,,17,<10,0.26,,,1,,5.7,9.8,3,,7,<0.001,2.82,<0.0005,52.6,,0.1,,0.3,,1.98,1,770,0.5,0.3,0.01,3.1,,,0.24,1.54,63,1,11.7,1.44,35,99,,,,,,,,,,,,,,,,,,,,,1
NP12AP039,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598191.7097,6357561.798,-154.94264,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 3,,,,,49.5,16.45,9.73,,9.71054,4.74,7,2.39,2.04,0.79,0.36,0.67,,4.23,,,,,,,100.77,<0.5,,8.6,0.005,,749,,0.47,3.5,31.7,,,25,10,,0.29,182,3.72,2.21,1.26,,,17.7,4.08,,1.8,0.036,0.75,,,15.5,10,0.32,,,3,,4,15.9,15,,17,0.012,3.8,0.0022,32.2,,0.44,,1.8,,3.85,2,1340,0.3,0.65,1.06,1.82,,,0.33,1.01,327,3,19.7,2.02,1270,63,,,,,,,,,,,,,,,,,,,,,0
NP12AP042,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596717.4968,6355823.497,-733.7829882,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 1,,,,,61,17.9,3.64,,3.63272,0.94,1.75,5.73,5.17,0.37,0.15,0.11,,1.75,,,,,,,99.06,<0.5,,0.9,0.002,,974,,0.04,<0.5,44.1,,,3,<10,,0.28,9,3.64,2.47,1.08,,,17.7,3.68,,3.9,<0.005,0.77,,,22.9,10,0.43,,,3,,6.9,18.4,<1,,9,0.01,5.02,0.0008,69.8,,0.07,,0.6,,3.99,1,441,0.4,0.59,0.02,3.87,,,0.38,2.16,57,2,22.3,2.57,37,132,,,,,,,,,,,,,,,,,,,,,1
NP12AP044,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596697.3801,6355834.316,-698.5374618,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 4,,,,,50.9,17.95,9.44,,9.42112,4.05,4.32,2.99,2.39,0.72,0.41,0.22,,6.92,,,,,,,104.78,<0.5,,3.5,0.007,,397,,0.61,<0.5,27.9,,,16,<10,,0.94,7,3.03,1.9,0.99,,,17.7,3.29,,2,<0.005,0.64,,,13.9,10,0.29,,,4,,4.7,13.5,5,,13,0.009,3.36,0.0007,67.8,,0.1,,1.8,,3.27,1,688,0.3,0.54,0.47,2.04,,,0.27,1.06,259,4,17.6,1.8,54,68,,,,,,,,,,,,,,,,,,,,,0
NP12AP045,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596686.6688,6355840.017,-680.1865252,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 4,,,,,48.7,18.7,8.66,,8.64268,2.7,8.98,3.12,2.16,0.73,0.43,0.39,,4.6,,,,,,,101.1,<0.5,,10.6,0.004,,826,,0.27,<0.5,42.5,,,10,<10,,0.14,6,3.65,2.15,1.74,,,22,4.03,,1.7,<0.005,0.76,,,21.7,10,0.3,,,2,,4.5,20.1,2,,16,0.002,4.96,<0.0005,35.2,,0.55,,0.9,,4.44,1,1665,0.2,0.64,0.2,1.82,,,0.33,0.94,182,4,20.4,2,49,59,,,,,,,,,,,,,,,,,,,,,1
NP12AP046,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596674.8253,6355846.249,-660.2643621,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 4,,,,,51.6,15.6,8.82,,8.80236,3.97,8.44,1.26,3.48,0.85,0.37,0.6,,5.59,,,,,,,102.94,<0.5,,3.6,0.011,,1670,,0.42,<0.5,27.1,,,19,10,,0.5,10,3.31,1.97,1.14,,,17.8,3.55,,1.8,<0.005,0.72,,,13.3,10,0.28,,,1,,4,13.8,14,,20,0.013,3.28,0.0019,51.2,,0.36,,0.7,,3.23,2,763,0.2,0.58,0.33,1.78,,,0.31,1.19,241,3,18.7,1.85,75,63,,,,,,,,,,,,,,,,,,,,,0
NP12AP047,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596674.1294,6355846.613,-659.1052395,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,MAG 1,,,,,51.1,17.8,10.1,,10.0798,4.86,7.28,3.65,3.25,0.92,0.42,0.29,,1.25,,,,,,,101.28,<0.5,,3,0.013,,826,,0.04,<0.5,30,,,24,10,,0.7,124,3.53,2.11,1.14,,,18.4,3.82,,2,<0.005,0.71,,,14.2,10,0.31,,,2,,4.3,15.3,15,,19,0.012,3.61,0.0017,54.7,,0.15,,0.5,,3.61,1,1310,0.3,0.61,0.01,1.95,,,0.33,1.13,306,1,19.6,2.03,94,68,,,,,,,,,,,,,,,,,,,,,0
NP12AP048,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596675.8185,6355845.73,-661.9208079,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,MAG 2,,,,,50.9,17.45,9.88,,9.86024,4.74,7.43,3.38,3.34,0.91,0.4,0.26,,1.29,,,,,,,100.36,<0.5,,1.5,0.017,,890,,0.04,<0.5,30.5,,,27,10,,0.69,272,3.51,2.18,1.23,,,18.9,3.78,,2.1,<0.005,0.76,,,14.8,10,0.33,,,1,,4.6,15.4,17,,12,0.019,3.62,0.0017,49.3,,0.15,,0.5,,3.91,1,1310,0.3,0.6,0.02,2.05,,,0.32,1.02,317,1,20.3,2.05,126,71,,,,,,,,,,,,,,,,,,,,,0
NP12AP049,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596705.1397,6355830.157,-712.0170295,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 3,,,,,51.9,19.45,6.96,,6.94608,2.37,4.94,5.3,2.81,0.71,0.47,0.2,,3.27,,,,,,,99.25,<0.5,,2.5,0.002,,920,,0.07,<0.5,37.7,,,9,<10,,0.2,11,2.97,1.76,1.35,,,17.8,3.56,,1.7,<0.005,0.58,,,19.2,<10,0.26,,,1,,4,16.9,1,,10,<0.001,4.34,<0.0005,37.8,,0.11,,0.4,,3.72,1,1600,0.2,0.51,0.07,1.81,,,0.26,1.12,136,1,16.6,1.58,46,61,,,,,,,,,,,,,,,,,,,,,1
NP12AP050,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596703.6746,6355830.944,-709.4603251,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 1,,,,,53.4,19.95,6.48,,6.46704,2.09,5.22,4.65,3.73,0.65,0.43,0.17,,1.52,,,,,,,98.75,<0.5,,5,0.001,,1410,,0.02,<0.5,37.5,,,9,<10,,0.22,27,3.08,1.7,1.49,,,18.7,3.59,,1.5,<0.005,0.59,,,19,<10,0.26,,,1,,3.8,17.7,1,,7,<0.001,4.45,<0.0005,50.8,,0.08,,0.4,,3.81,1,2130,0.2,0.52,0.02,1.65,,,0.24,1.03,132,1,16.4,1.58,53,52,,,,,,,,,,,,,,,,,,,,,1
NP12AP051,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596694.4718,6355835.869,-693.5245447,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 2,,,,,51.8,19.65,6.63,,6.61674,2.28,5.48,4.53,3.54,0.6,0.48,0.17,,3.21,,,,,,,99.76,<0.5,,3.9,0.002,,1445,,0.07,<0.5,40.3,,,10,<10,,0.55,41,3.31,2,1.52,,,18.9,3.71,,1.3,0.005,0.69,,,21.2,<10,0.28,,,1,,4,18.7,1,,9,<0.001,4.69,<0.0005,48.6,,0.1,,1,,4.1,1,2090,0.3,0.55,0.08,1.62,,,0.29,0.91,152,1,18,1.73,82,52,,,,,,,,,,,,,,,,,,,,,1
NP12AP052,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596801.1553,6355778.492,-886.6691877,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 2,,,,,56.5,17.45,3.89,,3.88222,2.36,3.59,3.93,4.53,0.47,0.24,0.16,,6.02,,,,,,,100.84,<0.5,,2.1,0.001,,1240,,0.13,<0.5,31.9,,,4,<10,,1.62,3,2.54,1.77,0.95,,,15.5,2.89,,2.8,0.012,0.53,,,17.6,10,0.28,,,1,,5.4,14.3,1,,7,0.002,3.5,<0.0005,85,,0.12,,0.5,,3.14,1,589,0.5,0.44,0.04,2.69,,,0.27,1.47,92,2,14.6,1.75,32,105,,,,,,,,,,,,,,,,,,,,,1
NP12AP053,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596764.1961,6355798.295,-818.2456737,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 2,,,,,57.8,17.25,4.85,,4.8403,1.75,4.2,3.86,4.41,0.4,0.25,0.19,,3.99,,,,,,,99.98,<0.5,,2.5,0.001,,1035,,0.22,<0.5,38.5,,,4,<10,,1.32,212,3.19,2.04,1.02,,,17.5,3.44,,3,<0.005,0.7,,,20,10,0.36,,,2,,6,16.7,3,,12,0.002,4.42,<0.0005,85.1,,0.22,,0.7,,3.63,1,617,0.5,0.54,0.03,3.46,,,0.3,2.06,114,3,18.3,2,52,113,,,,,,,,,,,,,,,,,,,,,1
NP12AP054,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596767.0983,6355796.734,-823.5564244,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 2,,,,,56.7,17.25,4.94,,4.93012,1.96,2.53,4.09,5.18,0.4,0.25,0.13,,4.21,,,,,,,99.29,<0.5,,2.3,0.004,,1465,,0.47,<0.5,38.1,,,12,<10,,1.27,1310,3.04,2.02,1.01,,,17.3,3.41,,2.8,0.006,0.68,,,20.6,10,0.32,,,2,,5.3,16,2,,11,0.002,4.19,0.001,94.9,,0.08,,1.4,,3.49,1,688,0.4,0.5,0.16,3.12,,,0.29,1.84,118,4,17.8,1.93,61,112,,,,,,,,,,,,,,,,,,,,,1
NP12AP056,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596873.0005,6355740.652,-1030.547127,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,58.6,17.95,5.35,,5.3393,1.62,3.97,4.56,5.05,0.43,0.28,0.14,,2.68,,,,,,,101.33,<0.5,,1.9,0.001,,1120,,0.03,<0.5,38.3,,,9,<10,,0.58,165,2.84,1.9,1.15,,,17.2,3.39,,2.9,0.005,0.65,,,20.3,10,0.32,,,2,,5.1,15.7,2,,9,0.002,4.2,<0.0005,73.5,,0.12,,0.5,,3.35,1,902,0.4,0.54,0.01,2.97,,,0.3,1.58,138,2,17.5,1.94,48,111,,,,,,,,,,,,,,,,,,,,,1
NP12AP057,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596996.3002,6355885.414,-244.6261692,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,volcanic conglomerate,CON,,KFS 1,,,,,54.2,19.2,6.78,,6.76644,2.99,3.81,5.1,3.86,0.69,0.42,0.21,,3.05,,,,,,,101.04,<0.5,,3.1,0.054,,957,,0.02,<0.5,33.4,,,15,<10,,0.32,604,3.13,2.04,1.18,,,17.8,3.65,,2.4,<0.005,0.69,,,16.5,10,0.3,,,5,,5.4,16,5,,10,0.015,3.89,0.0008,53.5,,0.12,,1.5,,3.74,2,1175,0.3,0.54,0.04,2.44,,,0.31,1.21,165,2,17.9,2.02,128,91,,,,,,,,,,,,,,,,,,,,,0
